id,Credit_Score,Duration,Amount,InstallmentRatePercentage,ResidenceDuration,Age,NumberExistingCredits,NumberPeopleMaintenance,Telephone,ForeignWorker,CheckingAccountStatus.lt.0,CheckingAccountStatus.0.to.200,CheckingAccountStatus.gt.200,CreditHistory.ThisBank.AllPaid,CreditHistory.PaidDuly,CreditHistory.Delay,CreditHistory.Critical
1430,Bad,24,1371,4,4,25,1,1,1,1,1,0,0,0,1,0,0
1431,Good,36,3535,4,4,37,2,1,0,1,0,0,0,0,0,0,1
1432,Good,18,3509,4,1,25,1,1,1,1,1,0,0,0,1,0,0
1433,Good,36,5711,4,2,38,2,1,0,1,0,0,0,0,0,0,1
1434,Good,18,3872,2,4,67,1,1,0,1,0,1,0,0,1,0,0
1435,Good,12,1410,2,2,31,1,1,0,1,0,1,0,0,0,0,0
1436,Bad,12,836,4,2,23,1,1,1,1,0,1,0,0,1,0,0
1437,Good,20,6468,1,4,60,1,1,0,1,0,1,0,0,1,0,0
1438,Good,18,1941,4,2,35,1,1,0,1,0,1,0,0,1,0,0
1439,Good,22,2675,3,4,40,1,1,1,1,0,0,0,0,1,0,0
1440,Good,48,2751,4,3,38,2,2,0,1,0,0,0,0,0,0,1
1441,Bad,48,6224,4,4,50,1,1,1,1,0,1,0,0,0,1,0
1442,Bad,40,5998,4,3,27,1,1,0,1,1,0,0,0,0,0,1
1443,Bad,21,1188,2,4,39,1,2,1,1,0,1,0,0,1,0,0
1444,Good,24,6313,3,4,41,1,2,0,1,0,0,0,0,1,0,0
1445,Good,6,1221,1,2,27,2,1,1,1,0,0,0,0,0,0,1
1446,Good,24,2892,3,4,51,1,1,1,1,0,0,1,0,1,0,0
1447,Good,24,3062,4,3,32,1,1,0,1,0,0,0,0,1,0,0
1448,Good,9,2301,2,4,22,1,1,1,1,0,0,0,0,1,0,0
1449,Bad,18,7511,1,4,51,1,2,0,1,1,0,0,0,1,0,0
1450,Good,12,1258,2,4,22,2,1,1,1,0,0,0,0,0,0,1
1451,Good,24,717,4,4,54,2,1,0,1,0,0,0,0,0,1,0
1452,Good,24,1597,4,4,54,2,2,1,1,0,0,0,0,0,0,1
1453,Good,18,1795,3,4,48,2,1,0,1,0,1,0,0,0,0,1
1454,Good,20,4272,1,4,24,2,1,1,1,1,0,0,0,0,0,1
1455,Good,12,976,4,4,35,2,1,1,1,0,0,0,0,0,0,1
1456,Good,12,7472,1,2,24,1,1,1,1,0,1,0,0,1,0,0
1457,Bad,36,9271,2,1,24,1,1,0,1,1,0,0,0,1,0,0
1458,Good,6,590,3,3,26,1,1,1,0,0,1,0,0,1,0,0
1459,Good,12,930,4,4,65,4,1,1,1,0,0,0,0,0,0,1
1460,Bad,15,1778,2,1,26,2,1,1,1,0,1,0,0,0,0,0
1461,Good,8,907,3,2,26,1,1,0,1,0,1,0,0,1,0,0
1462,Good,6,484,3,3,28,1,1,1,1,0,1,0,0,1,0,0
1463,Bad,36,9629,4,4,24,2,1,0,1,1,0,0,0,0,0,1
1464,Bad,48,3051,3,4,54,1,1,1,1,1,0,0,0,1,0,0
1465,Good,36,7432,2,2,54,1,1,1,1,0,1,0,0,0,1,0
1466,Good,36,15857,2,3,43,1,1,1,1,1,0,0,0,1,0,0
1467,Bad,18,1345,4,3,26,1,1,1,1,1,0,0,0,1,0,0
1468,Good,12,1101,3,2,27,2,1,0,1,0,0,0,0,1,0,0
1469,Good,12,3016,3,1,24,1,1,1,1,0,0,1,0,1,0,0
1470,Bad,36,2712,2,2,41,1,2,1,1,1,0,0,0,1,0,0
1471,Good,8,731,4,4,47,2,1,1,1,1,0,0,0,0,0,1
1472,Good,18,3780,3,2,35,2,1,0,1,0,0,0,0,0,0,1
1473,Good,21,1602,4,3,30,2,1,0,1,1,0,0,0,0,0,1
1474,Bad,18,3966,1,4,33,3,1,0,1,1,0,0,0,0,0,1
1475,Bad,18,4165,2,2,36,2,2,1,1,0,0,0,0,0,0,0
1476,Bad,36,8335,3,4,47,1,1,1,1,1,0,0,0,1,0,0
1477,Good,48,6681,4,4,38,1,2,0,1,0,1,0,0,0,1,0
1478,Good,24,2375,4,2,44,2,2,0,1,0,0,0,0,0,1,0
1479,Bad,18,1216,4,3,23,1,1,0,1,1,0,0,0,1,0,0
1480,Bad,45,11816,2,4,29,2,1,1,1,1,0,0,0,0,0,0
1481,Good,24,5084,2,4,42,1,1,0,1,0,1,0,0,1,0,0
1482,Bad,15,2327,2,3,25,1,1,1,1,0,0,1,0,1,0,0
1483,Bad,12,1082,4,4,48,2,1,1,1,1,0,0,0,0,0,0
1484,Good,24,2611,4,3,46,2,1,1,1,0,0,0,0,0,0,1
1485,Bad,36,5179,4,2,29,1,1,1,1,1,0,0,0,1,0,0
1486,Good,21,2993,3,2,28,2,1,1,1,0,0,0,0,0,1,0
1487,Bad,18,1943,4,4,23,1,1,1,1,0,0,0,0,1,0,0
1488,Good,24,1559,4,4,50,1,1,0,1,0,0,0,1,0,0,0
1489,Good,18,3422,4,4,47,3,2,0,1,0,0,0,0,1,0,0
1490,Good,21,3976,2,3,35,1,1,0,1,0,1,0,0,1,0,0
1491,Bad,18,6761,2,4,68,2,1,1,1,0,0,0,0,1,0,0
1492,Good,24,1249,4,2,28,1,1,1,1,0,0,0,0,1,0,0
1493,Good,9,1364,3,4,59,1,1,1,1,1,0,0,0,1,0,0
1494,Bad,12,709,4,4,57,1,1,1,1,1,0,0,0,1,0,0
1495,Bad,20,2235,4,2,33,2,1,1,0,1,0,0,0,0,0,1
1496,Good,24,4042,3,4,43,2,1,0,1,0,0,0,0,0,0,1
1497,Good,15,1471,4,4,35,2,1,0,1,0,0,0,0,0,0,1
1498,Good,36,10875,2,2,45,2,2,0,1,0,0,0,0,0,1,0
1499,Good,15,3343,4,2,28,1,1,0,1,0,0,0,0,0,0,1
1500,Bad,15,3959,3,2,29,1,1,0,1,1,0,0,0,1,0,0
1501,Good,9,3577,1,2,26,1,2,1,0,0,0,0,0,1,0,0
1502,Bad,18,2169,4,2,28,1,1,0,1,0,0,0,0,0,1,0
1503,Bad,24,2439,4,4,35,1,1,0,1,1,0,0,0,1,0,0
1504,Bad,10,2210,2,2,25,1,1,1,1,0,0,0,0,1,0,0
1505,Good,15,2221,2,4,20,1,1,1,1,0,0,0,0,1,0,0
1506,Good,18,2389,4,1,27,1,1,1,1,1,0,0,0,1,0,0
1507,Good,36,7409,3,2,37,2,1,1,1,0,0,0,0,1,0,0
1508,Good,12,652,4,4,24,1,1,1,1,1,0,0,0,1,0,0
1509,Good,36,7678,2,4,40,2,1,0,1,0,0,0,0,0,1,0
1510,Good,6,1343,1,4,46,2,2,1,0,0,0,1,0,0,0,1
1511,Good,24,1382,4,1,26,2,1,0,1,1,0,0,0,0,0,1
1512,Good,15,874,4,1,24,1,1,1,1,0,0,0,0,1,0,0
1513,Good,12,3590,2,2,29,1,2,1,1,1,0,0,0,1,0,0
1514,Good,18,1940,3,4,36,1,1,0,1,1,0,0,1,0,0,0
1515,Good,36,3595,4,2,28,1,1,1,1,0,0,0,0,1,0,0
1516,Bad,9,1422,3,2,27,1,1,0,1,1,0,0,0,1,0,0
1517,Good,30,6742,2,3,36,2,1,1,1,0,0,0,0,0,0,1
1518,Good,24,7814,3,3,38,1,1,0,1,0,0,0,0,1,0,0
1519,Good,30,2181,4,4,36,2,1,1,1,0,1,0,0,0,0,1
1520,Good,18,1098,4,4,65,2,1,1,1,0,0,0,0,0,0,1
1521,Bad,24,4057,3,3,43,1,1,0,1,0,1,0,0,1,0,0
1522,Bad,12,795,4,4,53,1,1,1,1,1,0,0,0,1,0,0
1523,Bad,48,15672,2,2,23,1,1,0,1,0,1,0,0,1,0,0
1524,Good,28,7824,3,4,40,2,2,0,1,0,0,0,1,0,0,0
1525,Good,27,2442,4,4,43,4,2,0,1,1,0,0,0,0,0,1
1526,Good,15,1829,4,4,46,2,1,0,1,0,0,0,0,0,0,1
1527,Good,12,2171,4,4,38,2,1,1,0,1,0,0,0,0,0,1
1528,Good,36,5800,3,4,34,2,1,0,1,0,1,0,0,0,0,1
1529,Good,36,8947,3,2,31,1,2,0,1,0,0,0,0,0,1,0
1530,Good,21,2606,4,4,28,1,1,0,1,1,0,0,0,1,0,0
1531,Good,12,1592,3,2,35,1,1,1,0,0,0,0,0,0,0,1
1532,Good,15,2186,1,4,33,1,1,1,1,0,0,0,0,1,0,0
1533,Bad,18,4153,2,3,42,1,1,1,1,1,0,0,0,1,0,0
1534,Bad,16,2625,2,4,43,1,1,0,1,1,0,0,0,0,0,1
1535,Good,20,3485,2,4,44,2,1,0,1,0,0,0,0,0,0,1
1536,Good,36,10477,2,4,42,2,1,1,1,0,0,0,0,0,0,1
1537,Good,12,1107,2,2,20,1,2,0,1,1,0,0,0,1,0,0
1538,Good,21,3763,2,2,24,1,1,1,0,1,0,0,0,1,0,0
1539,Good,15,3594,1,2,46,2,1,1,1,0,0,0,0,0,1,0
1540,Good,9,3195,1,2,33,1,1,1,1,0,1,0,0,1,0,0
1541,Bad,24,4736,2,4,25,1,1,1,1,0,1,0,0,0,0,1
1542,Good,30,2991,2,4,25,1,1,1,1,0,1,0,0,1,0,0
1543,Good,11,2142,1,2,28,1,1,0,1,0,0,0,0,1,0,0
1544,Bad,24,3161,4,2,31,1,1,0,1,1,0,0,1,0,0,0
1545,Good,10,2848,1,2,32,1,2,1,1,0,0,0,0,1,0,0
1546,Bad,6,14896,1,4,68,1,1,0,1,1,0,0,0,1,0,0
1547,Bad,24,2359,1,1,33,1,1,1,1,1,0,0,0,1,0,0
1548,Good,48,12749,4,1,37,1,1,0,1,0,0,0,0,0,1,0
1549,Bad,9,1366,3,4,22,1,1,1,1,1,0,0,0,1,0,0
1550,Bad,24,6872,2,1,55,1,1,0,1,1,0,0,1,0,0,0
1551,Bad,12,697,4,2,46,2,1,0,1,1,0,0,1,0,0,0
1552,Good,18,1049,4,4,21,1,1,1,1,1,0,0,0,0,0,1
1553,Bad,48,10297,4,4,39,3,2,0,1,1,0,0,0,1,0,0
1554,Good,30,1867,4,4,58,1,1,0,1,0,0,0,0,1,0,0
1555,Good,12,1344,4,2,43,2,2,1,1,1,0,0,0,0,1,0
1556,Good,9,1224,3,1,30,2,1,1,1,0,0,0,0,0,0,1
1557,Good,12,522,4,4,42,2,2,0,1,0,0,0,0,0,0,1
1558,Good,12,1498,4,1,23,1,1,1,1,1,0,0,0,1,0,0
1559,Bad,30,1919,4,3,30,2,1,1,1,0,1,0,0,0,1,0
1560,Bad,9,745,3,2,28,1,1,1,1,0,0,1,0,1,0,0
1561,Good,6,2063,4,3,30,1,1,0,1,0,1,0,0,1,0,0
1562,Bad,60,6288,4,4,42,1,1,1,1,0,1,0,0,1,0,0
1563,Good,24,6842,2,4,46,2,2,0,1,0,0,0,0,0,0,1
1564,Good,12,3527,2,3,45,1,2,0,1,0,0,0,0,1,0,0
1565,Good,10,1546,3,2,31,1,2,1,0,0,0,0,0,1,0,0
1566,Good,24,929,4,2,31,1,1,0,1,0,0,0,0,1,0,0
1567,Good,4,1455,2,1,42,3,2,1,1,0,0,0,0,0,0,1
1568,Good,15,1845,4,1,46,1,1,1,1,1,0,0,0,1,0,0
1569,Good,48,8358,1,1,30,2,1,1,1,0,1,0,0,0,0,0
1570,Bad,24,3349,4,4,30,1,2,0,1,1,0,0,1,0,0,0
1571,Good,12,2859,4,4,38,1,1,0,1,0,0,0,0,1,0,0
1572,Bad,18,1533,4,1,43,1,2,1,1,0,0,0,0,1,0,0
1573,Good,18,3590,3,3,40,3,2,0,1,0,1,0,0,0,0,1
1574,Bad,36,2145,2,1,24,2,1,0,1,1,0,0,0,0,1,0
1575,Bad,24,4113,3,4,28,1,1,1,1,0,1,0,0,1,0,0
1576,Bad,36,10974,4,2,26,2,1,0,1,0,0,0,0,1,0,0
1577,Good,12,1893,4,4,29,1,1,0,1,1,0,0,0,1,0,0
1578,Good,24,1231,4,4,57,2,1,0,1,1,0,0,0,0,0,1
1579,Good,30,3656,4,4,49,2,1,1,1,0,0,1,0,0,0,1
1580,Good,9,1154,2,4,37,3,1,1,1,0,1,0,0,0,0,1
1581,Good,6,1169,4,4,67,2,1,0,1,1,0,0,0,0,0,1
1582,Bad,48,5951,2,2,22,1,1,1,1,0,1,0,0,1,0,0
1583,Good,12,2096,2,3,49,1,2,1,1,0,0,0,0,0,0,1
1584,Good,36,9055,2,4,35,1,2,0,1,0,0,0,0,1,0,0
1585,Good,24,2835,3,4,53,1,1,1,1,0,0,0,0,1,0,0
1586,Good,12,3059,2,4,61,1,1,1,1,0,0,0,0,1,0,0
1587,Bad,30,5234,4,2,28,2,1,1,1,0,1,0,0,0,0,1
1588,Bad,48,4308,3,4,24,1,1,1,1,1,0,0,0,1,0,0
1589,Good,12,1567,1,1,22,1,1,0,1,0,1,0,0,1,0,0
1590,Bad,24,1199,4,4,60,2,1,1,1,1,0,0,0,0,0,1
1591,Good,15,1403,2,4,28,1,1,1,1,1,0,0,0,1,0,0
1592,Good,24,2424,4,4,53,2,1,1,1,0,0,0,0,0,0,1
1593,Good,30,8072,2,3,25,3,1,1,1,1,0,0,0,0,0,0
1594,Bad,24,12579,4,2,44,1,1,0,1,0,1,0,0,1,0,0
1595,Good,6,2647,2,3,44,1,2,1,1,1,0,0,0,1,0,0
1596,Good,10,2241,1,3,48,2,2,1,0,1,0,0,0,0,0,1
1597,Good,10,2069,2,1,26,2,1,1,0,0,0,0,0,0,0,1
1598,Good,6,1374,1,2,36,1,1,0,1,1,0,0,0,1,0,0
1599,Good,6,426,4,4,39,1,1,1,1,0,0,0,0,0,0,0
1600,Good,12,409,3,3,42,2,1,1,1,0,0,1,1,0,0,0
1601,Good,7,2415,3,2,34,1,1,1,1,0,1,0,0,1,0,0
1602,Bad,60,6836,3,4,63,2,1,0,1,1,0,0,0,0,1,0
1603,Good,18,5866,2,2,30,2,1,0,1,0,1,0,0,1,0,0
1604,Good,12,1264,4,4,57,1,1,1,1,0,0,0,0,0,0,1
1605,Good,12,1474,4,1,33,1,1,0,1,0,0,1,0,1,0,0
1606,Bad,45,4746,4,2,25,2,1,1,1,0,1,0,0,0,0,1
1607,Good,48,6110,1,3,31,1,1,0,1,0,0,0,0,0,0,1
1608,Bad,18,2100,4,2,37,1,1,1,1,0,0,1,0,1,0,0
1609,Good,10,1225,2,2,37,1,1,0,1,0,0,1,0,1,0,0
1610,Good,9,458,4,3,24,1,1,1,1,0,1,0,0,1,0,0
1611,Good,30,2333,4,2,30,1,1,1,1,0,0,0,0,1,0,0
1612,Good,12,1158,3,1,26,1,1,0,1,0,1,0,0,1,0,0
1613,Good,18,6204,2,4,44,1,2,0,1,0,1,0,0,0,1,0
1614,Good,30,6187,1,4,24,2,1,1,1,1,0,0,0,0,0,1
1615,Bad,48,6143,4,4,58,2,1,1,1,1,0,0,0,0,0,1
1616,Good,11,1393,4,4,35,2,1,1,1,0,0,0,0,0,0,1
1617,Good,36,2299,4,4,39,1,1,1,1,0,0,0,0,1,0,0
1618,Good,6,1352,1,2,23,1,1,0,1,1,0,0,0,1,0,0
1619,Good,11,7228,1,4,39,2,1,1,1,0,0,0,0,0,0,1
1620,Good,24,2333,4,2,29,1,1,1,1,0,1,0,0,0,1,0
1621,Good,27,5965,1,2,30,2,1,0,1,0,1,0,0,0,1,0
1622,Good,12,1262,3,2,25,1,1,1,1,0,0,0,0,1,0,0
1623,Good,18,3378,2,1,31,1,1,0,1,0,0,0,0,1,0,0
1624,Bad,36,2225,4,4,57,2,1,0,1,0,1,0,0,0,1,0
1625,Good,6,783,1,2,26,1,2,1,1,0,0,0,1,0,0,0
1626,Bad,12,6468,2,1,52,1,1,0,1,0,1,0,0,1,0,0
1627,Good,36,9566,2,2,31,2,1,1,1,0,0,0,0,0,0,1
1628,Bad,36,6229,4,4,23,2,1,0,1,1,0,0,0,0,0,1
1629,Good,9,1391,2,1,27,1,1,0,1,0,1,0,0,1,0,0
1630,Good,15,1537,4,4,50,2,1,0,1,0,1,0,0,0,0,1
1631,Bad,36,1953,4,4,61,1,1,0,1,0,1,0,0,0,0,0
1632,Bad,48,14421,2,2,25,1,1,0,1,0,1,0,0,0,0,0
1633,Good,27,5190,4,4,48,4,2,0,1,0,0,0,0,1,0,0
1634,Bad,36,1819,4,4,37,1,1,0,1,0,0,0,0,1,0,0
1635,Good,36,2394,4,4,25,1,1,1,1,0,0,0,0,1,0,0
1636,Good,36,8133,1,2,30,1,1,1,1,0,0,0,0,1,0,0
1637,Good,7,730,4,2,46,2,1,0,1,0,0,0,0,0,0,1
1638,Good,8,1164,3,4,51,2,2,0,1,1,0,0,0,0,0,1
1639,Good,42,5954,2,1,41,2,1,1,1,0,1,0,0,0,0,1
1640,Bad,36,1977,4,4,40,1,1,0,1,1,0,0,0,1,0,0
1641,Good,12,1526,4,4,66,2,1,1,1,1,0,0,0,0,0,1
1642,Bad,42,3965,4,3,34,1,1,1,1,1,0,0,0,1,0,0
1643,Good,11,4771,2,4,51,1,1,1,1,0,1,0,0,0,1,0
1644,Good,54,9436,2,2,39,1,2,1,1,0,0,0,0,0,0,0
1645,Good,30,3832,2,1,22,1,1,1,1,0,1,0,0,1,0,0
1646,Bad,24,5943,1,1,44,2,1,0,1,0,0,0,0,1,0,0
1647,Good,15,1213,4,3,47,1,1,0,1,0,0,0,0,1,0,0
1648,Good,18,1568,3,4,24,1,1,1,1,0,0,0,0,1,0,0
1649,Good,24,1755,4,4,58,1,1,0,1,1,0,0,0,1,0,0
1650,Good,10,2315,3,4,52,1,1,1,1,1,0,0,0,1,0,0
1651,Good,12,1412,4,2,29,2,1,0,1,0,0,0,0,0,0,1
1652,Bad,12,1108,4,3,28,2,1,1,1,1,0,0,0,0,0,0
1653,Good,12,618,4,4,56,1,1,1,1,0,0,0,0,0,0,1
1654,Good,12,1409,4,3,54,1,1,1,1,1,0,0,0,0,0,1
1655,Bad,12,797,4,3,33,1,2,1,1,0,0,0,0,0,0,1
1656,Good,24,3617,4,4,20,2,1,1,1,0,0,1,0,0,0,1
1657,Good,12,1318,4,4,54,1,1,0,1,0,1,0,0,1,0,0
1658,Bad,54,15945,3,4,58,1,1,0,1,0,1,0,0,0,0,0
1659,Good,12,2012,4,2,61,1,1,1,1,0,0,0,0,0,0,1
1660,Good,18,2622,4,4,34,1,1,1,1,0,1,0,0,1,0,0
1661,Good,36,2337,4,4,36,1,1,1,1,0,1,0,0,0,0,1
1662,Good,20,7057,3,4,36,2,2,0,1,0,1,0,0,0,1,0
1663,Good,24,1469,4,4,41,1,1,1,1,0,0,0,0,1,0,0
1664,Good,36,2323,4,4,24,1,1,1,1,0,1,0,0,1,0,0
1665,Good,6,932,3,2,24,1,1,1,1,0,0,0,0,0,1,0
1666,Good,12,2445,2,4,26,1,1,0,1,0,0,0,0,1,0,0
1667,Good,12,6078,2,2,32,1,1,1,1,0,1,0,0,1,0,0
1668,Good,24,7721,1,2,30,1,1,0,0,1,0,0,0,1,0,0
1669,Good,14,1410,1,2,35,1,1,0,1,0,1,0,0,1,0,0
1670,Good,15,392,4,4,23,1,1,0,1,0,0,1,0,1,0,0
1671,Good,18,6260,3,3,28,1,1,1,1,0,1,0,0,1,0,0
1672,Good,12,1680,3,1,35,1,1,1,1,1,0,0,0,1,0,0
1673,Good,48,3578,4,1,47,1,1,0,1,0,0,0,0,0,0,1
1674,Bad,42,7174,4,3,30,1,1,0,1,1,0,0,0,1,0,0
1675,Bad,33,4281,1,4,23,2,1,1,1,1,0,0,0,0,0,1
1676,Good,12,2366,3,3,36,1,1,0,1,0,1,0,0,0,0,1
1677,Bad,21,1835,3,2,25,2,1,0,1,1,0,0,0,1,0,0
1678,Good,24,3868,4,2,41,2,1,0,1,0,0,0,0,0,0,1
1679,Good,12,1768,3,2,24,1,1,1,1,0,0,0,0,1,0,0
1680,Good,10,781,4,4,63,2,1,0,1,0,0,1,0,0,0,1
1681,Bad,18,1924,4,3,27,1,1,1,1,0,1,0,0,1,0,0
1682,Good,12,701,4,2,40,1,1,1,1,1,0,0,0,1,0,0
1683,Bad,12,639,4,2,30,1,1,1,1,0,1,0,0,1,0,0
1684,Good,12,1860,4,2,34,2,1,0,1,0,1,0,0,0,0,1
1685,Bad,12,3499,3,2,29,2,1,1,1,1,0,0,0,0,0,1
1686,Good,48,8487,1,2,24,1,1,1,1,0,1,0,0,1,0,0
1687,Good,15,2708,2,3,27,2,1,1,1,0,0,0,0,1,0,0
1688,Good,18,1984,4,4,47,2,1,1,1,0,0,0,0,1,0,0
1689,Good,60,10144,2,4,21,1,1,0,1,0,0,0,0,1,0,0
1690,Good,12,1240,4,2,38,2,1,0,1,0,0,0,0,0,0,1
1691,Bad,12,766,4,3,66,1,1,1,1,0,1,0,0,1,0,0
1692,Good,12,1881,2,2,44,1,1,0,1,0,0,1,0,1,0,0
1693,Good,6,709,2,2,27,1,1,1,0,0,0,1,0,1,0,0
1694,Good,36,4795,4,1,30,1,1,0,1,0,1,0,0,1,0,0
1695,Good,27,3416,3,2,27,1,1,1,1,1,0,0,0,1,0,0
1696,Bad,18,2462,2,2,22,1,1,1,1,1,0,0,0,1,0,0
1697,Good,48,3566,4,2,30,1,1,1,1,0,1,0,1,0,0,0
1698,Good,6,860,1,4,39,2,1,0,1,1,0,0,0,0,0,1
1699,Good,12,682,4,3,51,2,1,0,1,0,0,0,0,0,0,1
1700,Good,36,5371,3,2,28,2,1,1,1,1,0,0,0,0,0,1
1701,Good,18,1582,4,4,46,2,1,1,1,0,0,0,0,0,0,1
1702,Good,6,1346,2,4,42,1,2,0,1,0,0,0,0,1,0,0
1703,Good,10,1924,1,4,38,1,1,0,0,0,0,0,0,1,0,0
1704,Good,36,5848,4,1,24,1,1,1,1,0,0,1,0,1,0,0
1705,Bad,12,1282,2,4,20,1,1,1,1,1,0,0,0,1,0,0
1706,Good,9,1288,3,4,48,2,2,1,0,1,0,0,0,0,0,1
1707,Good,24,3512,2,3,38,2,1,0,1,0,1,0,0,1,0,0
1708,Good,6,1898,1,2,34,2,2,1,1,0,0,0,0,0,0,1
1709,Good,18,1055,4,1,30,2,1,1,1,0,0,0,0,0,0,1
1710,Good,15,1262,4,3,36,2,1,0,1,0,0,0,0,1,0,0
1711,Good,10,7308,2,4,70,1,1,0,1,0,1,0,0,1,0,0
1712,Good,36,909,4,4,36,1,1,1,1,0,0,0,0,1,0,0
1713,Bad,18,1131,4,2,33,1,1,1,1,1,0,0,0,1,0,0
1714,Good,11,1577,4,1,20,1,1,1,1,0,1,0,0,1,0,0
1715,Good,24,3972,2,4,25,1,1,0,1,0,0,0,0,1,0,0
1716,Good,12,763,4,1,26,1,1,0,1,0,0,0,0,1,0,0
1717,Bad,24,2064,3,2,34,1,1,0,1,0,1,0,0,0,1,0
1718,Bad,21,3414,2,1,26,2,1,1,1,1,0,0,0,0,1,0
1719,Bad,30,7485,4,1,53,1,1,0,1,0,0,0,1,0,0,0
1720,Good,12,2577,2,1,42,1,1,1,1,1,0,0,0,1,0,0
1721,Good,6,338,4,4,52,2,1,1,1,1,0,0,0,0,0,1
1722,Good,12,1963,4,2,31,2,2,0,1,0,0,0,0,1,0,0
1723,Good,21,571,4,4,65,2,1,1,1,1,0,0,0,0,0,1
1724,Bad,21,1647,4,2,40,2,2,1,1,1,0,0,1,0,0,0
1725,Good,24,3777,4,4,50,1,1,0,1,0,0,0,0,0,0,1
1726,Bad,18,884,4,4,36,1,2,0,1,0,1,0,0,0,0,1
1727,Good,15,1360,4,2,31,2,1,1,1,0,0,0,0,0,0,1
1728,Bad,9,5129,2,4,74,1,2,0,1,0,1,0,1,0,0,0
1729,Good,16,1175,2,3,68,3,1,0,1,0,1,0,0,0,0,1
1730,Bad,12,674,4,1,20,1,1,1,1,1,0,0,0,1,0,0
1731,Good,18,3244,1,4,33,2,1,0,1,0,1,0,0,0,0,0
1732,Bad,24,4591,2,3,54,3,1,0,1,0,0,0,0,1,0,0
1733,Bad,48,3844,4,4,34,1,2,1,1,0,1,0,0,0,0,0
1734,Bad,27,3915,4,2,36,1,2,0,1,0,1,0,0,1,0,0
1735,Good,6,2108,2,2,29,1,1,1,1,0,0,0,0,1,0,0
1736,Bad,45,3031,4,4,21,1,1,1,1,0,1,0,0,1,0,0
1737,Bad,9,1501,2,3,34,2,1,0,1,0,1,0,0,0,0,1
1738,Good,6,1382,1,1,28,2,1,0,1,0,0,0,0,0,0,1
1739,Bad,12,951,4,4,27,4,1,1,1,0,1,0,0,1,0,0
1740,Good,24,2760,4,4,36,1,1,0,1,0,1,0,0,1,0,0
1741,Good,9,936,4,2,52,2,1,0,1,0,0,0,0,0,0,1
1742,Good,12,1168,4,3,27,1,1,1,1,1,0,0,0,1,0,0
1743,Good,27,5117,3,4,26,2,1,1,1,0,0,0,0,0,1,0
1744,Bad,12,902,4,4,21,1,1,1,1,1,0,0,0,1,0,0
1745,Good,12,1495,4,1,38,2,2,1,1,0,0,0,0,0,0,1
1746,Good,30,10623,3,4,38,3,2,0,1,1,0,0,0,0,0,1
1747,Good,12,1935,4,4,43,3,1,0,1,0,0,0,0,0,0,1
1748,Good,12,1424,4,3,26,1,1,1,1,0,1,0,0,0,0,1
1749,Good,12,1413,3,2,55,1,1,1,0,0,0,0,0,1,0,0
1750,Good,9,3074,1,2,33,2,2,1,1,0,0,0,0,0,0,1
1751,Good,36,3835,2,4,45,1,1,0,1,0,0,0,0,1,0,0
1752,Bad,27,5293,2,4,50,2,1,0,1,1,0,0,0,0,0,0
1753,Bad,30,1908,4,4,66,1,1,0,1,0,0,1,0,0,1,0
1754,Good,6,932,1,3,39,2,1,1,1,0,1,0,0,0,0,1
1755,Good,24,3021,2,2,24,1,1,1,1,1,0,0,0,1,0,0
1756,Good,10,1364,2,4,64,1,1,0,1,0,0,0,0,1,0,0
1757,Good,12,625,4,1,26,1,1,1,1,0,1,0,0,1,0,0
1758,Good,12,1200,4,4,23,1,1,0,1,1,0,0,0,1,0,0
1759,Good,12,707,4,2,30,2,1,1,1,0,0,0,0,1,0,0
1760,Good,24,2978,4,4,32,2,2,0,1,0,0,0,0,0,1,0
1761,Good,15,4657,3,2,30,1,1,0,1,0,0,0,0,1,0,0
1762,Good,36,2613,4,2,27,2,1,1,1,0,0,0,0,0,0,0
1763,Bad,48,10961,1,2,27,2,1,0,1,0,1,0,0,1,0,0
1764,Bad,12,7865,4,4,53,1,1,0,1,1,0,0,0,1,0,0
1765,Bad,9,1478,4,2,22,1,1,1,1,0,0,0,0,1,0,0
1766,Good,24,3149,4,1,22,1,1,1,1,1,0,0,0,1,0,0
1767,Bad,36,4210,4,2,26,1,1,1,1,0,0,1,0,1,0,0
1768,Good,9,2507,2,4,51,1,1,1,1,0,0,0,0,1,0,0
1769,Good,12,2141,3,1,35,1,1,1,1,0,0,0,0,1,0,0
1770,Good,18,866,4,2,25,1,1,1,1,0,1,0,0,1,0,0
1771,Good,4,1544,2,1,42,3,2,1,1,0,0,0,0,0,0,1
1772,Bad,24,1823,4,2,30,1,2,1,1,1,0,0,0,1,0,0
1773,Good,30,2522,1,3,39,1,2,1,1,1,0,0,0,1,0,0
1774,Bad,24,915,4,2,29,1,1,1,1,1,0,0,0,1,0,0
1775,Good,6,1595,3,2,51,1,2,1,1,0,0,0,0,1,0,0
1776,Bad,48,4605,3,4,24,2,2,1,1,1,0,0,0,0,0,0
1777,Good,12,1185,3,2,27,2,1,1,1,0,0,0,0,0,0,1
1778,Good,12,3447,4,3,35,1,2,1,1,0,0,0,1,0,0,0
1779,Good,24,1258,4,1,25,1,1,0,1,0,0,0,0,1,0,0
1780,Good,12,717,4,4,52,3,1,1,1,0,0,0,0,0,0,1
1781,Good,6,1204,4,1,35,1,1,1,0,0,0,0,0,0,0,0
